plotID;subplotID;sample_date;no_cores;layer;o_hor;fr_liv;fr_dead;cr_liv;cr_dead;dens_fr_liv;dens_fr_dead;dens_cr_liv;dens_cr_dead;;interval
UPL8;B;17.12.2019;1;1;0;0.45;0;1.65;0.11;1.24;0;4.546;0.303;;77
KBPL13;A;14.06.2019;1;1;0;0.451;0.016;0.268;0;1.242;0.044;0.738;0;;90
UPL7;B;10.07.2019;1;2;0;0.451;0;0;0;1.242;0;0;0;;108
UPL8;C;05.12.2018;1;1;0;0.451;0.061;0;0;1.242;0.168;0;0;;60
UPL7;C;05.12.2018;1;1;0;0.451;0;0.71;0;1.242;0;1.956;0;;60
UPL9;C;05.12.2018;1;1;0;0.454;0;1.368;0;1.251;0;3.769;0;;60
UPL9;C;05.12.2018;1;2;0;0.454;0;0.171;0;1.251;0;0.471;0;;60
KBPL11;D;14.06.2019;1;1;0;0.455;0;0.094;0;1.253;0;0.259;0;;90
UPL5;A;07.10.2018;1;O;3;0.455;0.028;0;0;4.178;0.257;0;0;;0
KBPL15;A;13.03.2019;1;2;0;0.457;0;0.054;0;1.259;0;0.149;0;;100
KBPL5;D;03.12.2018;1;O;4;0.457;0;1.839;0;3.148;0;12.666;0;;86
NPL12;D;24.06.2019;1;O;5;0.457;0;0;0;2.518;0;0;0;;98
KBPL6;D;14.06.2019;1;1;0;0.457;0;0.204;0;1.259;0;0.562;0;;90
UPL6;B;05.12.2018;1;O;3;0.458;0;0.337;0;4.206;0;3.095;0;;60
UPL7;D;05.12.2018;1;O;3;0.458;0.034;0;0.125;4.206;0.312;0;1.148;;60
UPL7;D;05.12.2018;1;2;0;0.458;0;1.868;0;1.262;0;5.146;0;;60
UPL3;D;22.03.2019;1;1;0;0.458;0;0;0.344;1.262;0;0;0.948;;107
KBPL9;D;03.12.2018;1;2;0;0.459;0.012;0.271;0.031;1.265;0.033;0.747;0.085;;86
KBPL11;C;07.09.2018;1;1;0;0.46;0.029;1.29;0.156;1.267;0.08;3.554;0.43;;0
UPL5;D;29.09.2019;1;1;0;0.46;0;0.44;0;1.267;0;1.212;0;;80
UPL9;B;10.07.2019;1;1;0;0.46;0;0;2.112;1.267;0;0;5.818;;108
KBPL12;C;14.06.2019;1;1;0;0.463;0.029;0.113;0;1.276;0.08;0.311;0;;90
NPL5;C;11.12.2018;1;4;0;0.463;0;0;0;0.638;0;0;0;;90
KBPL11;A;13.03.2019;1;2;0;0.464;0.069;0.675;0;1.278;0.19;1.86;0;;100
KBPL12;A;13.03.2019;1;O;5;0.467;0.089;0;0;2.573;0.49;0;0;;100
UPL1;B;07.10.2018;1;1;0;0.467;0.038;0;0;1.287;0.105;0;0;;0
UPL6;C;05.12.2018;1;2;0;0.468;0;0.764;0;1.289;0;2.105;0;;60
UPL3;B;05.12.2018;1;1;0;0.468;0;0.366;0;1.289;0;1.008;0;;60
KBPL6;B;07.09.2018;1;O;1;0.47;0.13;0;0.093;12.948;3.581;0;2.562;;0
KBPL5;D;07.09.2018;1;2;0;0.47;0;1.03;0;1.295;0;2.838;0;;0
NPL11;D;25.09.2019;1;3;0;0.47;0;0.88;0;1.295;0;2.424;0;;90
UPL10;D;17.12.2019;1;1;0;0.47;0;1.51;0;1.295;0;4.16;0;;77
KBPL10;C;19.12.2019;1;O;2;0.47;0;0;0;6.474;0;0;0;;90
UPL9;D;22.03.2019;1;1;0;0.472;0;0.478;0;1.3;0;1.317;0;;107
KBPL13;A;19.12.2019;1;O;2;0.472;0;0.066;0;6.502;0;0.909;0;;90
NPL11;A;24.06.2019;1;1;0;0.476;0;0.476;0;1.311;0;1.311;0;;98
NPL10;B;20.12.2019;1;O;2;0.478;0;0.187;0;6.584;0;2.576;0;;85
KBPL1;A;03.12.2018;1;O;4;0.478;0.028;0;0;3.292;0.193;0;0;;86
KBPL1;C;07.09.2018;1;2;0;0.479;0.013;0.17;0;1.32;0.036;0.468;0;;0
NPL8;B;16.03.2019;1;1;0;0.479;0;0.192;0;1.32;0;0.529;0;;95
KBPL3;C;07.09.2018;1;1;0;0.48;0.004;0;0;1.322;0.011;0;0;;0
NPL2;B;10.09.2018;1;3;0;0.48;0.024;0;0;1.322;0.066;0;0;;0
NPL2;D;10.09.2018;1;2;0;0.48;0.05;0.29;0;1.322;0.138;0.799;0;;0
UPL8;C;17.12.2019;1;1;0;0.48;0;1.97;0;1.322;0;5.427;0;;77
UPL3;D;29.09.2019;1;1;0;0.48;0.05;0.52;3.96;1.322;0.138;1.433;10.91;;80
UPL1;A;29.09.2019;1;1;0;0.48;0;0;0;1.322;0;0;0;;80
UPL1;D;05.12.2018;1;2;0;0.481;0;0;0;1.325;0;0;0;;60
UPL1;D;05.12.2018;1;4;0;0.481;0;0;0;0.663;0;0;0;;60
NPL6;A;20.12.2019;1;1;0;0.482;0;0.457;0;1.328;0;1.259;0;;85
KBPL5;C;03.12.2018;1;O;2;0.482;0;0.361;0;6.639;0;4.973;0;;86
UPL8;B;10.07.2019;1;1;0;0.483;0;2.44;0;1.331;0;6.722;0;;108
UPL9;D;05.12.2018;1;O;3;0.483;0.101;2.679;0;4.435;0.927;24.602;0;;60
UPL7;B;07.10.2018;1;4;0;0.484;0.183;5.831;0;0.667;0.252;8.032;0;;0
KBPL10;A;03.12.2018;1;O;6;0.486;0.053;0;0;2.232;0.243;0;0;;86
NPL9;D;11.12.2018;1;1;0;0.486;0;0.701;0;1.339;0;1.931;0;;90
KBPL12;B;19.12.2019;1;O;3;0.49;0;0;0.12;4.5;0;0;1.102;;90
UPL5;A;05.12.2018;1;1;0;0.49;0;0.875;0;1.35;0;2.411;0;;60
UPL3;C;17.12.2019;1;1;0;0.49;0;0.15;0;1.35;0;0.413;0;;77
UPL8;C;29.09.2019;1;1;0;0.49;0;3.02;0;1.35;0;8.32;0;;80
UPL9;C;10.07.2019;1;1;0;0.49;0.026;0;0.261;1.35;0.072;0;0.719;;108
UPL9;B;29.09.2019;1;1;0;0.49;0;4.29;0;1.35;0;11.819;0;;80
KBPL2;D;07.09.2018;1;4;0;0.493;0.261;0.114;0;0.679;0.36;0.157;0;;0
UPL6;D;05.12.2018;1;O;3;0.494;0.009;0.143;0;4.536;0.083;1.313;0;;60
KBPL8;C;07.09.2018;1;2;0;0.496;0.053;4.626;0;1.366;0.146;12.744;0;;0
NPL3;C;16.03.2019;1;1;0;0.499;0;0.406;0;1.375;0;1.119;0;;95
KBPL6;D;19.12.2019;1;O;3;0.5;0;0.13;0;4.592;0;1.194;0;;90
UPL7;D;29.09.2019;1;1;0;0.5;0;0.7;0;1.377;0;1.928;0;;80
UPL5;D;07.10.2018;1;O;3;0.501;0.391;0;0;4.601;3.591;0;0;;0
UPL2;A;05.12.2018;1;2;0;0.501;0;0;0;1.38;0;0;0;;60
KBPL9;C;07.09.2018;1;2;0;0.502;0;0.254;0;1.383;0;0.7;0;;0
KBPL14;D;14.06.2019;1;1;0;0.503;0.011;0;0;1.386;0.03;0;0;;90
UPL7;A;10.07.2019;1;1;0;0.503;0.133;0;0;1.386;0.366;0;0;;108
NPL10;C;24.06.2019;1;1;0;0.503;0;1.003;0;1.386;0;2.763;0;;98
NPL5;C;25.09.2019;1;4;0;0.505;0;0.045;0;0.696;0;0.062;0;;90
UPL6;D;10.07.2019;1;1;0;0.505;0;0.499;0;1.391;0;1.375;0;;108
NPL8;B;25.09.2019;1;2;0;0.506;0;0.234;0;1.394;0;0.645;0;;90
UPL12;A;07.10.2018;1;1;0;0.508;0.015;5.935;0;1.4;0.041;16.351;0;;0
KBPL11;B;18.09.2019;1;O;6;0.509;0;0;0;2.337;0;0;0;;94
UPL5;D;05.12.2018;1;1;0;0.51;0;0.316;0;1.405;0;0.871;0;;60
KBPL10;D;18.09.2019;1;O;2;0.511;0;0;0;7.039;0;0;0;;94
KBPL11;B;19.12.2019;1;O;3;0.511;0;0;0.082;4.693;0;0;0.753;;90
NPL12;C;25.09.2019;1;2;0;0.511;0;2.287;0;1.408;0;6.301;0;;90
UPL7;A;07.10.2018;1;O;3;0.511;0.155;0;0;4.693;1.423;0;0;;0
KBPL8;A;03.12.2018;1;O;15;0.512;0.046;0;0;0.94;0.084;0;0;;86
KBPL14;D;13.03.2019;1;1;0;0.513;0;0.275;0;1.413;0;0.758;0;;100
UPL2;B;07.10.2018;1;O;3;0.515;0.009;0;0;4.729;0.083;0;0;;0
UPL2;A;22.03.2019;1;1;0;0.516;0.026;0;0;1.422;0.072;0;0;;107
NPL7;A;11.12.2018;1;2;0;0.518;0;0.792;0;1.427;0;2.182;0;;90
UPL9;D;07.10.2018;1;2;0;0.519;0;0.286;0;1.43;0;0.788;0;;0
NPL2;B;10.09.2018;1;2;0;0.52;0.018;9.32;0;1.433;0.05;25.676;0;;0
UPL7;C;29.09.2019;1;4;0;0.52;0;5.53;0;0.716;0;7.617;0;;80
NPL1;B;10.09.2018;1;3;0;0.521;0.057;0.963;0;1.435;0.157;2.653;0;;0
UPL1;B;10.07.2019;1;1;0;0.521;0;0.108;0;1.435;0;0.298;0;;108
NPL12;D;20.12.2019;1;2;0;0.523;0;0.513;0;1.441;0;1.413;0;;85
NPL8;C;25.09.2019;1;2;0;0.525;0;1.667;0;1.446;0;4.592;0;;90
NPL7;C;24.06.2019;1;O;2;0.525;0.052;0;0;7.232;0.716;0;0;;98
NPL8;A;20.12.2019;1;1;0;0.526;0;1.532;0;1.449;0;4.221;0;;85
NPL1;A;11.12.2018;1;O;7;0.528;0.017;0.066;0;2.078;0.067;0.26;0;;90
UPL7;C;22.03.2019;1;1;0;0.531;0.119;0.248;0;1.463;0.328;0.683;0;;107
UPL7;B;22.03.2019;1;1;0;0.536;0.031;1.264;0;1.477;0.085;3.482;0;;107
NPL1;B;10.09.2018;1;2;0;0.537;0;0;0;1.479;0;0;0;;0
UPL11;B;22.03.2019;1;1;0;0.537;0.174;2.908;0;1.479;0.479;8.011;0;;107
UPL6;A;10.07.2019;1;1;0;0.539;0;0.527;0;1.485;0;1.452;0;;108
NPL3;A;25.09.2019;1;2;0;0.54;0;1.882;0.033;1.488;0;5.185;0.091;;90
UPL3;B;29.09.2019;1;2;0;0.54;0.08;3.41;0;1.488;0.22;9.394;0;;80
UPL3;A;29.09.2019;1;1;0;0.54;0;0.17;0;1.488;0;0.468;0;;80
NPL10;B;11.12.2018;1;1;0;0.542;0.017;1.056;0;1.493;0.047;2.909;0;;90
UPL6;D;22.03.2019;1;1;0;0.543;0;0.106;0;1.496;0;0.292;0;;107
KBPL16;A;13.03.2019;1;O;3;0.545;0;0.072;0;5.005;0;0.661;0;;100
UPL7;D;22.03.2019;1;O;3;0.545;0;0;0;5.005;0;0;0;;107
NPL11;A;25.09.2019;1;2;0;0.548;0;1.2;0;1.51;0;3.306;0;;90
UPL3;A;05.12.2018;1;1;0;0.548;0;1.501;0;1.51;0;4.135;0;;60
KBPL6;C;07.09.2018;1;O;6;0.55;0.037;0;0;2.525;0.17;0;0;;0
UPL1;C;05.12.2018;1;1;0;0.55;0;0;0;1.515;0;0;0;;60
NPL12;A;20.12.2019;1;O;2;0.55;0;0.093;0;7.576;0;1.281;0;;85
UPL5;C;29.09.2019;1;1;0;0.55;0;0.86;0;1.515;0;2.369;0;;80
UPL7;C;29.09.2019;1;3;0;0.55;0.04;14.79;0.07;1.515;0.11;40.746;0.193;;80
UPL8;D;29.09.2019;1;1;0;0.55;0;0.12;0;1.515;0;0.331;0;;80
NPL4;B;16.03.2019;1;1;0;0.551;0.05;3.316;0.11;1.518;0.138;9.135;0.303;;95
NPL1;D;20.12.2019;1;1;0;0.551;0;0.221;0;1.518;0;0.609;0;;85
UPL1;D;07.10.2018;1;1;0;0.551;0.079;0.544;0;1.518;0.218;1.499;0;;0
NPL11;D;25.09.2019;1;4;0;0.553;0;2.263;0.057;0.762;0;3.117;0.079;;90
UPL3;B;07.10.2018;1;1;0;0.553;0.18;0.15;0;1.523;0.496;0.413;0;;0
UPL10;A;05.12.2018;1;O;3;0.554;0.036;0.546;0;5.087;0.331;5.014;0;;60
UPL2;D;07.10.2018;1;2;0;0.554;0.044;0.079;0;1.526;0.121;0.218;0;;0
NPL9;D;11.12.2018;1;2;0;0.555;0;0.917;0;1.529;0;2.526;0;;90
NPL3;D;11.12.2018;1;1;0;0.555;0;9.582;0.052;1.529;0;26.398;0.143;;90
KBPL12;B;07.09.2018;1;1;0;0.555;0.033;1.799;0;1.529;0.091;4.956;0;;0
UPL11;B;07.10.2018;1;1;0;0.558;0.182;4.574;3.566;1.537;0.501;12.601;9.824;;0
KBPL4;B;07.09.2018;1;2;0;0.56;0.01;1.108;0;1.543;0.028;3.052;0;;0
UPL5;A;05.12.2018;1;2;0;0.56;0;7.349;0;1.543;0;20.246;0;;60
UPL6;B;17.12.2019;1;1;0;0.56;0.14;7.51;0;1.543;0.386;20.69;0;;77
UPL2;C;17.12.2019;1;1;0;0.56;0.24;0;0;1.543;0.661;0;0;;77
NPL10;A;20.12.2019;1;1;0;0.561;0;0.865;0;1.546;0;2.383;0;;85
UPL12;C;05.12.2018;1;1;0;0.561;0;4.283;0;1.546;0;11.799;0;;60
KBPL2;A;07.09.2018;1;1;0;0.562;0.04;0.74;0;1.548;0.11;2.039;0;;0
KBPL15;D;14.06.2019;1;O;5;0.562;0;0;0;3.097;0;0;0;;90
NPL10;B;25.09.2019;1;2;0;0.563;0;1.567;0;1.551;0;4.317;0;;90
KBPL7;D;07.09.2018;1;2;0;0.564;0;0.661;0;1.554;0;1.821;0;;0
UPL2;C;05.12.2018;1;2;0;0.565;0;0.615;0;1.557;0;1.694;0;;60
UPL10;C;10.07.2019;1;1;0;0.567;0;0.107;0;1.562;0;0.295;0;;108
UPL11;C;17.12.2019;1;1;0;0.573;0;1.68;0;1.579;0;4.628;0;;77
UPL2;A;22.03.2019;1;2;0;0.574;0.328;0;0;1.581;0.904;0;0;;107
NPL8;D;20.12.2019;1;1;0;0.575;0;3.672;0.107;1.584;0;10.116;0.295;;85
UPL11;C;07.10.2018;1;O;3;0.576;0.138;0;0;5.289;1.267;0;0;;0
NPL12;B;10.09.2018;1;1;0;0.577;0.362;0.987;0.094;1.59;0.997;2.719;0.259;;0
UPL10;B;05.12.2018;1;1;0;0.578;0;0;0;1.592;0;0;0;;60
UPL6;B;07.10.2018;1;1;0;0.579;0.048;1.345;0;1.595;0.132;3.705;0;;0
UPL11;B;29.09.2019;1;1;0;0.58;0;3.29;0;1.598;0;9.064;0;;80
UPL3;B;17.12.2019;1;1;0;0.58;0;0.12;0;1.598;0;0.331;0;;77
NPL12;D;24.06.2019;1;1;0;0.582;0;1.201;0;1.603;0;3.309;0;;98
UPL1;D;05.12.2018;1;1;0;0.582;0;0.19;0;1.603;0;0.523;0;;60
UPL2;C;05.12.2018;1;O;3;0.583;0;0;0;5.354;0;0;0;;60
KBPL12;A;03.12.2018;1;O;6.5;0.584;0.195;0;0;2.475;0.826;0;0;;86
UPL10;A;10.07.2019;1;1;0;0.584;0.007;0.516;0.056;1.609;0.019;1.422;0.154;;108
UPL8;A;05.12.2018;1;3;0;0.585;0;0.402;0;1.612;0;1.107;0;;60
NPL8;D;20.12.2019;1;2;0;0.586;0;1.495;0;1.614;0;4.119;0;;85
NPL10;C;20.12.2019;1;1;0;0.587;0;1.01;0;1.617;0;2.782;0;;85
UPL1;C;10.07.2019;1;2;0;0.587;0;12.642;0;1.617;0;34.828;0;;108
NPL12;C;20.12.2019;1;1;0;0.589;0;1.592;0;1.623;0;4.386;0;;85
KBPL7;A;07.09.2018;1;1;0;0.59;0;0.413;0;1.625;0;1.138;0;;0
UPL12;D;17.12.2019;1;4;0;0.59;0;0;0;0.813;0;0;0;;77
UPL9;D;29.09.2019;1;2;0;0.59;0;0.26;0;1.625;0;0.716;0;;80
UPL3;A;17.12.2019;1;1;0;0.59;0;1.07;0;1.625;0;2.948;0;;77
KBPL11;B;03.12.2018;1;1;0;0.591;0;0.325;0;1.628;0;0.895;0;;86
UPL2;D;05.12.2018;1;2;0;0.591;0;2.167;0;1.628;0;5.97;0;;60
UPL8;A;07.10.2018;1;1;0;0.597;0.034;0.303;0;1.645;0.094;0.835;0;;0
UPL4;C;10.07.2019;1;1;0;0.597;0;2.908;0;1.645;0;8.011;0;;108
UPL10;B;07.10.2018;1;1;0;0.597;0.156;2.642;0;1.645;0.43;7.279;0;;0
NPL12;B;11.12.2018;1;O;8;0.598;0;0.52;0.112;2.059;0;1.791;0.386;;90
UPL7;C;22.03.2019;1;2;0;0.599;0;16.362;0;1.65;0;45.076;0;;107
UPL8;A;05.12.2018;1;1;0;0.599;0.014;0.183;0;1.65;0.039;0.504;0;;60
NPL12;C;11.12.2018;1;2;0;0.6;0;2.29;0;1.653;0;6.309;0;;90
NPL9;B;16.03.2019;1;3;0;0.601;0;1.662;0;1.656;0;4.579;0;;95
UPL2;A;07.10.2018;1;1;0;0.601;0.03;0.136;0;1.656;0.083;0.375;0;;0
NPL2;D;24.06.2019;1;1;0;0.604;0;0.813;0;1.664;0;2.24;0;;98
UPL9;D;10.07.2019;1;1;0;0.608;0.029;0.226;0.103;1.675;0.08;0.623;0.284;;108
UPL11;D;07.10.2018;1;O;3;0.608;0.098;0.127;0;5.583;0.9;1.166;0;;0
UPL9;C;17.12.2019;1;1;0;0.61;0;0;0;1.681;0;0;0;;77
UPL6;C;29.09.2019;1;1;0;0.61;0.1;1.72;0;1.681;0.275;4.739;0;;80
UPL10;B;10.07.2019;1;1;0;0.611;0;0.096;1.172;1.683;0;0.264;3.229;;108
UPL10;A;05.12.2018;1;1;0;0.611;0;2.05;0;1.683;0;5.648;0;;60
UPL2;D;05.12.2018;1;O;3;0.612;0;0;0;5.62;0;0;0;;60
NPL6;B;24.06.2019;1;O;6;0.614;0;0.399;0;2.819;0;1.832;0;;98
KBPL2;B;07.09.2018;1;1;0;0.619;0;0.854;0;1.705;0;2.353;0;;0
UPL4;B;05.12.2018;1;O;3;0.619;0;0.528;0;5.684;0;4.849;0;;60
UPL12;A;29.09.2019;1;1;0;0.62;0;0.02;0;1.708;0;0.055;0;;80
UPL1;B;29.09.2019;1;1;0;0.62;0.94;1.93;0;1.708;2.59;5.317;0;;80
KBPL9;D;07.09.2018;1;3;0;0.621;0.025;0.617;0;1.711;0.069;1.7;0;;0
KBPL5;D;07.09.2018;1;O;2;0.621;0;0.381;0.175;8.554;0;5.248;2.411;;0
KBPL11;A;13.03.2019;1;O;3;0.623;0;0;1.315;5.721;0;0;12.076;;100
UPL1;C;07.10.2018;1;O;3;0.623;0.656;1.079;0;5.721;6.024;9.909;0;;0
NPL8;A;16.03.2019;1;1;0;0.624;0;0.217;0;1.719;0;0.598;0;;95
KBPL2;B;07.09.2018;1;O;1;0.625;0.033;0;0;17.218;0.909;0;0;;0
UPL6;B;05.12.2018;1;2;0;0.625;0;0.404;0;1.722;0;1.113;0;;60
UPL12;B;10.07.2019;1;1;0;0.626;0;1.681;0.196;1.725;0;4.631;0.54;;108
UPL6;A;22.03.2019;1;1;0;0.626;0;2.777;0;1.725;0;7.65;0;;107
UPL1;B;05.12.2018;1;1;0;0.629;0;0;0;1.733;0;0;0;;60
UPL2;B;10.07.2019;1;1;0;0.629;0;0.83;0;1.733;0;2.287;0;;108
UPL1;C;17.12.2019;1;1;0;0.63;0;0;0;1.736;0;0;0;;77
UPL2;A;17.12.2019;1;1;0;0.63;0.08;0.16;0;1.736;0.22;0.441;0;;77
UPL6;A;29.09.2019;1;1;0;0.63;0;0;0;1.736;0;0;0;;80
UPL2;C;22.03.2019;1;1;0;0.632;0;0.361;0;1.741;0;0.995;0;;107
UPL12;C;10.07.2019;1;1;0;0.633;0.018;0.55;0;1.744;0.05;1.515;0;;108
KBPL9;C;07.09.2018;1;1;0;0.636;0;2.028;0;1.752;0;5.587;0;;0
NPL11;B;11.12.2018;1;O;5;0.639;0.042;0;0;3.521;0.231;0;0;;90
KBPL10;B;03.12.2018;1;O;6;0.64;0.023;2.094;0;2.939;0.106;9.615;0;;86
UPL12;D;07.10.2018;1;4;0;0.642;0.059;0;0;0.884;0.081;0;0;;0
UPL12;C;07.10.2018;1;O;3;0.642;0.018;0;0;5.896;0.165;0;0;;0
UPL8;D;10.07.2019;1;1;0;0.643;0.028;0.211;0;1.771;0.077;0.581;0;;108
KBPL7;A;03.12.2018;1;O;3;0.644;1.126;0.269;0;5.914;10.34;2.47;0;;86
KBPL1;A;07.09.2018;1;1;0;0.644;0.111;0.769;0.049;1.774;0.306;2.119;0.135;;0
UPL5;A;22.03.2019;1;1;0;0.646;0;1.658;0;1.78;0;4.568;0;;107
UPL12;D;22.03.2019;1;1;0;0.648;0.149;0;0.621;1.785;0.41;0;1.711;;107
UPL4;D;29.09.2019;1;1;0;0.65;0;2.79;0;1.791;0;7.686;0;;80
UPL12;B;29.09.2019;1;1;0;0.65;0;3.95;0;1.791;0;10.882;0;;80
UPL12;C;05.12.2018;1;O;3;0.652;0;0;0;5.987;0;0;0;;60
NPL12;D;20.12.2019;1;1;0;0.656;0;0.413;0;1.807;0;1.138;0;;85
NPL3;C;11.12.2018;1;1;0;0.657;0;0;0;1.81;0;0;0;;90
UPL7;B;05.12.2018;1;1;0;0.659;0;0.95;0;1.816;0;2.617;0;;60
UPL10;A;07.10.2018;1;1;0;0.659;0.074;2.441;0;1.816;0.204;6.725;0;;0
KBPL16;B;19.12.2019;1;O;6;0.66;0;0.29;0;3.03;0;1.332;0;;90
UPL12;D;29.09.2019;1;1;0;0.66;0.01;0.84;0.4;1.818;0.028;2.314;1.102;;80
UPL5;D;17.12.2019;1;1;0;0.66;0;0.33;0.06;1.818;0;0.909;0.165;;77
KBPL5;A;07.09.2018;1;O;2;0.662;0;0;0.503;9.119;0;0;6.929;;0
UPL6;C;10.07.2019;1;1;0;0.662;0;0.182;0;1.824;0;0.501;0;;108
KBPL15;D;19.12.2019;1;O;2;0.663;0;0.031;0;9.133;0;0.427;0;;90
UPL4;B;05.12.2018;1;1;0;0.666;0;0.56;0;1.835;0;1.543;0;;60
UPL11;D;10.07.2019;1;1;0;0.668;0.048;0.721;0;1.84;0.132;1.986;0;;108
NPL12;A;24.06.2019;1;1;0;0.672;0;0.881;0;1.851;0;2.427;0;;98
KBPL14;B;14.06.2019;1;O;3;0.672;0.035;0.123;0.459;6.171;0.321;1.13;4.215;;90
KBPL16;D;14.06.2019;1;O;7;0.674;0;0;0;2.653;0;0;0;;90
KBPL6;A;13.03.2019;1;O;3;0.674;0;0;0;6.189;0;0;0;;100
UPL3;C;07.10.2018;1;3;0;0.675;0.053;4.119;0;1.86;0.146;11.348;0;;0
KBPL6;D;07.09.2018;1;O;6;0.677;0.2;0;1.47;3.108;0.918;0;6.75;;0
KBPL4;D;03.12.2018;1;O;3.5;0.677;0.351;0;0;5.329;2.763;0;0;;86
UPL4;A;17.12.2019;1;1;0;0.68;0.1;0;0.45;1.873;0.275;0;1.24;;77
KBPL12;C;07.09.2018;1;1;0;0.685;0.026;0.165;0;1.887;0.072;0.455;0;;0
UPL12;B;05.12.2018;1;O;3;0.687;0;0.092;0;6.309;0;0.845;0;;60
UPL9;B;07.10.2018;1;1;0;0.688;0;0.489;0;1.895;0;1.347;0;;0
NPL9;C;11.12.2018;1;2;0;0.689;0;4.053;0;1.898;0;11.166;0;;90
UPL10;B;17.12.2019;1;3;0;0.69;0.05;1.07;0;1.901;0.138;2.948;0;;77
UPL8;D;17.12.2019;1;1;0;0.69;0;0.54;0;1.901;0;1.488;0;;77
UPL6;C;07.10.2018;1;O;3;0.695;0;0;0;6.382;0;0;0;;0
UPL5;A;29.09.2019;1;1;0;0.7;0;0.45;0;1.928;0;1.24;0;;80
NPL12;A;25.09.2019;1;2;0;0.702;0;0;0;1.934;0;0;0;;90
UPL10;D;07.10.2018;1;1;0;0.702;0.089;0.732;0;1.934;0.245;2.017;0;;0
NPL12;B;25.09.2019;1;2;0;0.704;0;3.23;0;1.939;0;8.898;0;;90
NPL11;B;24.06.2019;1;O;7;0.705;0;0.072;0;2.775;0;0.283;0;;98
UPL12;B;07.10.2018;1;1;0;0.707;0;0.036;0;1.948;0;0.099;0;;0
UPL8;A;22.03.2019;1;1;0;0.707;0.063;0.686;0;1.948;0.174;1.89;0;;107
KBPL6;B;07.09.2018;1;1;0;0.708;0.086;1.436;0;1.95;0.237;3.956;0;;0
UPL4;C;05.12.2018;1;1;0;0.708;0;1.247;0.143;1.95;0;3.435;0.394;;60
UPL9;C;29.09.2019;1;1;0;0.71;0;0;0;1.956;0;0;0;;80
UPL9;A;17.12.2019;1;1;0;0.71;0.03;0.36;0;1.956;0.083;0.992;0;;77
UPL2;D;05.12.2018;1;1;0;0.715;0;0.203;0;1.97;0;0.559;0;;60
UPL7;B;05.12.2018;1;3;0;0.717;0;0;0;1.975;0;0;0;;60
NPL2;A;20.12.2019;1;O;5;0.72;0;0;0;3.967;0;0;0;;85
KBPL11;C;07.09.2018;1;3;0;0.72;0.04;0;0;1.984;0.11;0;0;;0
KBPL16;C;14.06.2019;1;O;5;0.722;0;2.46;0;3.978;0;13.554;0;;90
NPL10;B;20.12.2019;1;1;0;0.723;0;0.558;0;1.992;0;1.537;0;;85
UPL6;B;22.03.2019;1;1;0;0.723;0;0;0;1.992;0;0;0;;107
NPL1;A;20.12.2019;1;O;3;0.726;0;0.47;0;6.667;0;4.316;0;;85
NPL6;A;25.09.2019;1;2;0;0.728;0;0.37;0;2.005;0;1.019;0;;90
UPL3;D;05.12.2018;1;1;0;0.729;0;0;0;2.008;0;0;0;;60
NPL9;C;25.09.2019;1;2;0;0.73;0;5.649;0;2.011;0;15.563;0;;90
KBPL4;C;03.12.2018;1;O;2.5;0.734;0;0;0;8.089;0;0;0;;86
KBPL10;C;03.12.2018;1;O;4;0.734;0.011;0;0;5.055;0.076;0;0;;86
UPL3;A;10.07.2019;1;1;0;0.734;0;0.543;0;2.022;0;1.496;0;;108
UPL2;C;10.07.2019;1;1;0;0.737;0;3.739;0;2.03;0;10.301;0;;108
UPL9;D;17.12.2019;1;1;0;0.74;0.16;2.66;0;2.039;0.441;7.328;0;;77
NPL12;D;11.12.2018;1;1;0;0.74;0;0.99;0;2.039;0;2.727;0;;90
UPL4;D;17.12.2019;1;1;0;0.74;0.04;1.72;0;2.039;0.11;4.739;0;;77
NPL10;D;16.03.2019;1;1;0;0.741;0;0.178;0;2.041;0;0.49;0;;95
UPL8;B;22.03.2019;1;1;0;0.742;0.064;0.162;0;2.044;0.176;0.446;0;;107
UPL3;B;10.07.2019;1;1;0;0.742;0;2.348;0;2.044;0;6.469;0;;108
UPL3;C;10.07.2019;1;1;0;0.742;0;0.409;0;2.044;0;1.127;0;;108
NPL6;B;20.12.2019;1;O;8;0.748;0;2.898;0;2.576;0;9.98;0;;85
NPL5;B;11.12.2018;1;O;13;0.748;0;0.59;0;1.585;0;1.25;0;;90
UPL10;D;10.07.2019;1;1;0;0.753;0;0.292;0;2.074;0;0.804;0;;108
NPL1;C;16.03.2019;1;2;0;0.754;0;3.188;0;2.077;0;8.783;0;;95
UPL6;C;05.12.2018;1;1;0;0.754;0;0.109;0;2.077;0;0.3;0;;60
NPL9;B;20.12.2019;1;O;2;0.758;0;0.582;0;10.441;0;8.017;0;;85
UPL12;C;05.12.2018;1;2;0;0.758;0;1.588;0;2.088;0;4.375;0;;60
NPL4;B;11.12.2018;1;1;0;0.759;0;1.465;0;2.091;0;4.036;0;;90
KBPL8;C;07.09.2018;1;1;0;0.762;0;0.06;0;2.099;0;0.165;0;;0
UPL1;A;07.10.2018;1;1;0;0.762;0.015;0.577;0;2.099;0.041;1.59;0;;0
NPL1;A;24.06.2019;1;1;0;0.764;0;0.83;0;2.105;0;2.287;0;;98
UPL8;D;22.03.2019;1;2;0;0.767;0.052;0;0;2.113;0.143;0;0;;107
